brokered_by,price,bed,bath,house_size,status_sold,property_type_large,property_type_medium,property_type_small
12929,515000,3,2,1899,1,0,1,0
57226,424900,3,2,1346,1,0,0,1
12929,499900,2,1,948,1,0,0,1
16829,750000,3,2,2310,1,0,1,0
101445,384900,2,2,1237,1,0,0,1
106171,599999,3,1,1335,1,0,0,1
40096,589000,3,1,1820,1,0,1,0
106171,349900,2,2,1210,1,0,0,1
32415,730000,2,2,1344,1,0,0,1
23680,259900,2,1,775,1,0,0,1
95032,739000,4,3,2393,1,0,1,0
16829,799900,3,4,3134,1,1,0,0
107995,825000,3,3,2006,1,0,1,0
107982,519900,3,2,2076,1,0,1,0
48981,350000,2,1,600,1,0,0,1
100800,819095,2,3,2743,1,0,1,0
93080,1100000,2,2,1360,1,0,0,1
93080,1475000,3,3,2085,1,0,1,0
65653,759900,4,2,1352,1,0,0,1
22756,825000,4,2,2044,1,0,1,0
66168,675000,4,2,2356,1,0,1,0
22681,569000,3,2,2064,1,0,1,0
68611,1150000,5,3,3123,1,1,0,0
98733,1195000,4,3,3696,1,1,0,0
11801,500000,4,3,2243,1,0,1,0
107982,575000,2,2,2070,1,0,1,0
38539,475000,3,2,1584,1,0,1,0
94600,425000,3,1,1105,1,0,0,1
22640,579000,2,2,1840,1,0,1,0
22652,850000,5,3,2460,1,0,1,0
93080,615000,4,3,2733,1,0,1,0
24023,475000,3,2,1673,1,0,1,0
107995,929900,4,3,2606,1,0,1,0
106171,799000,4,2,2189,1,0,1,0
107995,750000,3,1,1109,1,0,0,1
60947,375000,2,1,1022,1,0,0,1
22731,750000,4,3,1620,1,0,1,0
22652,225000,2,1,666,1,0,0,1
93080,779000,4,2,1984,1,0,1,0
87322,479000,3,1,1100,1,0,0,1
16829,1495000,5,3,3775,1,1,0,0
83027,479900,2,1,1438,1,0,0,1
107982,995000,4,3,3244,1,1,0,0
53391,379900,3,1,1120,1,0,0,1
24024,489900,2,2,1016,1,0,0,1
53391,650000,3,3,1991,1,0,1,0
53391,199900,1,1,738,1,0,0,1
107995,424900,3,1,1288,1,0,0,1
22756,850000,4,3,2302,1,0,1,0
24033,849000,3,2,2146,1,0,1,0
22676,1100000,4,4,3732,1,1,0,0
56419,339900,3,1,1392,1,0,0,1
107942,1100000,4,3,2285,1,0,1,0
38436,389900,3,1,1872,1,0,1,0
53570,659900,4,4,3290,1,1,0,0
64621,524900,3,1,1888,1,0,1,0
30515,469900,3,1,1058,1,0,0,1
95032,769900,4,3,2592,1,0,1,0
16829,1199000,4,3,4111,1,1,0,0
93080,749000,3,2,2000,1,0,1,0
63451,749900,4,2,2285,1,0,1,0
53391,449900,2,2,1670,1,0,1,0
95032,250000,4,1,1560,1,0,1,0
22676,2399000,4,6,6784,1,1,0,0
24027,599900,3,2,1488,1,0,0,1
22652,775000,3,4,2514,1,0,1,0
22731,749000,3,2,2364,1,0,1,0
16829,549000,4,2,1735,1,0,1,0
22676,1250000,4,3,4098,1,1,0,0
97063,300000,1,1,902,1,0,0,1
53016,500000,6,2,2160,1,0,1,0
12108,349000,4,2,1557,1,0,1,0
107982,699900,3,3,2159,1,0,1,0
53016,475000,3,1,1159,1,0,0,1
51716,310000,3,2,1375,1,0,0,1
22731,599000,2,1,1030,1,0,0,1
25476,465000,4,3,2240,1,0,1,0
32415,325000,1,1,880,1,0,0,1
53391,1929000,5,6,7771,1,1,0,0
107982,439000,3,1,820,1,0,0,1
93080,989000,4,2,2894,1,0,1,0
22731,2695000,5,5,7200,1,1,0,0
16829,599000,3,1,1036,1,0,0,1
44660,569999,4,3,2080,1,0,1,0
22756,848000,4,3,2500,1,0,1,0
24024,799000,2,2,1469,1,0,0,1
42633,1395000,5,4,4847,1,1,0,0
22676,729000,2,3,2135,1,0,1,0
43723,275000,1,1,765,1,0,0,1
22731,2695000,4,4,5030,1,1,0,0
75706,999900,2,3,1639,1,0,1,0
75706,1025000,2,3,1645,1,0,1,0
107955,2149000,4,3,3221,1,1,0,0
22676,1299000,3,4,3187,1,1,0,0
16829,899000,3,2,1720,1,0,1,0
16829,1499000,5,4,4315,1,1,0,0
93080,915000,3,2,2070,1,0,1,0
22676,999000,3,3,2386,1,0,1,0
93080,739000,3,1,1150,1,0,0,1
24024,799000,2,3,2499,1,0,1,0
22676,959000,3,2,2232,1,0,1,0
24024,799000,2,3,2499,1,0,1,0
22676,2175000,3,4,3238,1,1,0,0
22676,699000,4,3,3200,1,1,0,0
22676,899000,2,3,2431,1,0,1,0
107955,549000,2,1,960,1,0,0,1
38539,849900,3,2,1490,1,0,0,1
53016,1950000,4,3,3246,1,1,0,0
16829,1225000,11,3,3606,1,1,0,0
22760,739000,2,1,823,1,0,0,1
22676,1050000,4,2,1952,1,0,1,0
16829,1295000,4,3,2436,1,0,1,0
22676,1449900,4,3,4006,1,1,0,0
22676,849000,3,3,2203,1,0,1,0
22676,774900,3,1,1160,1,0,0,1
95032,274900,1,1,742,1,0,0,1
24024,599999,4,2,1776,1,0,1,0
107955,799000,4,2,1528,1,0,1,0
22676,1499000,4,2,2559,1,0,1,0
22640,999000,2,3,2161,1,0,1,0
22676,949000,3,2,1349,1,0,0,1
81702,589900,3,2,1668,1,0,1,0
44259,439900,2,2,1285,1,0,0,1
77464,624995,2,2,1470,1,0,0,1
104503,459900,2,1,1209,1,0,0,1
94998,749900,2,3,2180,1,0,1,0
53570,989000,3,4,4685,1,1,0,0
78556,369900,2,2,1178,1,0,0,1
32390,1995000,5,5,5446,1,1,0,0
94998,625000,3,2,1517,1,0,1,0
52660,760000,5,3,3222,1,1,0,0
13158,545000,6,2,2344,1,0,1,0
16829,565000,2,3,1849,1,0,1,0
81702,699000,5,2,2882,1,0,1,0
81702,350000,2,2,1437,1,0,0,1
22723,795000,3,2,1566,1,0,1,0
22795,1095000,2,3,1989,1,0,1,0
16829,1699000,2,2,1302,1,0,0,1
10136,539900,1,1,577,1,0,0,1
16503,1395000,2,2,1609,1,0,1,0
16829,629000,2,1,610,1,0,0,1
53016,699999,2,2,1240,1,0,0,1
16503,3150000,3,3,1741,1,0,1,0
22621,675000,1,1,749,1,0,0,1
53141,1550000,1,2,1247,1,0,0,1
16503,1595000,1,1,1065,1,0,0,1
66424,2625000,3,3,1609,1,0,1,0
10732,839000,1,1,885,1,0,0,1
28946,1150000,2,1,1300,1,0,0,1
22621,1975000,2,3,1520,1,0,1,0
3257,1425000,1,1,948,1,0,0,1
16829,480000,1,1,498,1,0,0,1
17714,899000,2,1,827,1,0,0,1
5738,675000,2,1,810,1,0,0,1
22621,720000,2,1,840,1,0,0,1
5738,499900,1,1,683,1,0,0,1
71674,1350000,3,3,1464,1,0,0,1
53120,499000,2,1,795,1,0,0,1
98459,675000,1,1,578,1,0,0,1
17714,5800000,4,4,2766,1,0,1,0
32314,1049000,2,2,1009,1,0,0,1
13490,890000,2,2,809,1,0,0,1
17714,5600000,4,4,2766,1,0,1,0
36186,750000,2,1,651,1,0,0,1
84293,558000,1,1,400,1,0,0,1
32314,1175000,2,2,1153,1,0,0,1
12935,569000,1,1,605,1,0,0,1
32314,5650000,3,3,2182,1,0,1,0
53120,575000,1,1,480,1,0,0,1
98352,1149000,2,2,806,1,0,0,1
16829,3399000,3,3,1886,1,0,1,0
38539,939000,2,1,720,1,0,0,1
38539,1550000,4,2,2200,1,0,1,0
32314,1449900,3,3,1531,1,0,1,0
22760,565000,1,1,472,1,0,0,1
32314,1050000,2,1,1072,1,0,0,1
38539,800000,1,1,701,1,0,0,1
78463,1200000,2,2,1068,1,0,0,1
15513,1625000,2,2,1175,1,0,0,1
90482,549000,1,1,489,1,0,0,1
10732,1279000,2,2,1045,1,0,0,1
17714,2250000,3,4,2033,1,0,1,0
16829,459540,1,1,666,1,0,0,1
16829,599900,4,2,1776,1,0,1,0
28483,519000,3,2,1484,1,0,0,1
10792,269500,2,1,987,1,0,0,1
16829,539000,2,2,894,1,0,0,1
22681,499000,1,1,814,1,0,0,1
63177,524900,4,2,1512,1,0,1,0
109914,499000,3,2,1547,1,0,1,0
20005,419000,3,2,1302,1,0,0,1
53391,559000,3,2,1712,1,0,1,0
107934,499900,2,1,1058,1,0,0,1
22681,479000,4,2,1582,1,0,1,0
107955,449000,3,2,992,1,0,0,1
16829,409000,2,2,915,1,0,0,1
24025,460000,2,2,1140,1,0,0,1
102940,329000,4,2,1632,1,0,1,0
57226,489000,4,3,3329,1,1,0,0
81894,349900,4,1,1458,1,0,0,1
16829,669000,4,1,1586,1,0,1,0
107955,500000,3,3,1670,1,0,1,0
24024,699900,4,2,1784,1,0,1,0
22676,344900,2,2,1109,1,0,0,1
53120,279900,2,2,1140,1,0,0,1
22681,499000,3,1,1104,1,0,0,1
19604,169900,1,1,512,1,0,0,1
1409,679000,4,3,2426,1,0,1,0
53120,495000,3,2,1579,1,0,1,0
22630,419000,3,1,1110,1,0,0,1
28483,469000,2,1,1200,1,0,0,1
20005,629000,4,3,1494,1,0,0,1
107955,795000,2,4,1941,1,0,1,0
20005,529000,3,2,1540,1,0,1,0
95032,180000,3,1,1262,1,0,0,1
95032,825000,4,2,2033,1,0,1,0
24024,519900,3,2,1954,1,0,1,0
100741,929000,3,3,2650,1,0,1,0
24024,325000,2,2,1125,1,0,0,1
16829,2800000,14,6,4198,1,1,0,0
82609,316985,2,2,1150,1,0,0,1
16829,1700000,9,3,2726,1,0,1,0
38539,528000,3,2,1562,1,0,1,0
45990,549000,3,3,1398,1,0,0,1
94944,1150000,10,4,5222,1,1,0,0
17658,720000,4,4,2878,1,0,1,0
62388,619000,2,3,1417,1,0,0,1
22781,849900,5,4,3731,1,1,0,0
10732,334999,2,1,714,1,0,0,1
100384,535000,3,2,1637,1,0,1,0
33714,719900,2,2,1148,1,0,0,1
99747,1199000,7,3,2424,1,0,1,0
33714,699900,2,2,1123,1,0,0,1
19149,549000,3,2,1015,1,0,0,1
23592,569000,3,1,1300,1,0,0,1
24037,589900,2,1,1207,1,0,0,1
16829,489000,2,1,948,1,0,0,1
107925,539000,3,1,1089,1,0,0,1
107966,699900,3,2,1800,1,0,1,0
33714,739900,2,2,1144,1,0,0,1
33714,719900,2,2,1146,1,0,0,1
70823,639000,2,3,1194,1,0,0,1
30363,634495,3,1,1138,1,0,0,1
33714,729000,2,2,1145,1,0,0,1
33714,684900,2,2,1132,1,0,0,1
22621,1100000,9,2,2535,1,0,1,0
15381,525000,2,2,1470,1,0,0,1
22648,1250000,4,4,3548,1,1,0,0
22795,1325000,4,4,4356,1,1,0,0
22795,2549000,5,5,5252,1,1,0,0
22795,749000,2,3,1517,1,0,1,0
81702,649900,3,2,1292,1,0,0,1
22795,759900,4,3,2362,1,0,1,0
22795,365000,2,2,1376,1,0,0,1
94998,925000,3,3,2020,1,0,1,0
16829,999000,5,5,3500,1,1,0,0
84533,567890,3,2,1868,1,0,1,0
94998,375000,2,2,1163,1,0,0,1
28703,219900,2,1,846,1,0,0,1
63448,550000,2,3,1803,1,0,1,0
12936,1595000,2,2,1161,1,0,0,1
98667,559000,3,1,1300,1,0,0,1
95032,799900,4,2,2549,1,0,1,0
70823,899000,2,2,1319,1,0,0,1
69719,540000,3,2,1013,1,0,0,1
46950,1155000,4,3,1925,1,0,1,0
107966,689000,5,2,2526,1,0,1,0
53120,749000,7,3,2072,1,0,1,0
2563,625000,3,2,1022,1,0,0,1
107934,1795000,9,5,6058,1,1,0,0
33714,749900,5,3,2264,1,0,1,0
25510,500908,3,2,1514,1,0,1,0
77032,465000,2,2,980,1,0,0,1
98667,799900,2,2,1303,1,0,0,1
33714,785000,6,5,2341,1,0,1,0
16829,650000,3,1,1316,1,0,0,1
16829,7300000,3,4,2630,1,0,1,0
3163,846900,1,1,623,1,0,0,1
53120,849000,2,1,701,1,0,0,1
53120,575000,3,3,1869,1,0,1,0
53120,749000,3,4,1931,1,0,1,0
22701,845000,6,4,2600,1,0,1,0
53120,1699000,15,7,5316,1,1,0,0
29282,449000,3,1,1096,1,0,0,1
22716,515000,2,2,927,1,0,0,1
24036,399000,2,1,922,1,0,0,1
14482,469900,3,1,1599,1,0,1,0
38539,499000,3,1,1089,1,0,0,1
6834,1199000,11,3,4064,1,1,0,0
10409,649900,4,3,2364,1,0,1,0
38539,459000,3,3,1752,1,0,1,0
64959,530000,3,2,1680,1,0,1,0
52660,409000,3,1,1320,1,0,0,1
10409,424900,3,1,1622,1,0,1,0
3163,684900,2,3,2135,1,0,1,0
3163,719900,2,3,2135,1,0,1,0
93798,4250000,5,4,4374,1,1,0,0
53120,625000,1,1,626,1,0,0,1
22621,2095000,3,2,2116,1,0,1,0
22621,795000,1,1,899,1,0,0,1
57226,1050000,2,2,1247,1,0,0,1
98384,1099000,2,2,1123,1,0,0,1
16829,814900,2,2,1089,1,0,0,1
38539,949000,1,1,1066,1,0,0,1
28772,1049000,2,3,1650,1,0,1,0
22760,439900,1,2,1000,1,0,0,1
22716,619000,2,2,1025,1,0,0,1
57226,1179900,6,3,4022,1,1,0,0
22760,590000,2,1,1057,1,0,0,1
103427,349000,2,1,817,1,0,0,1
57226,499900,2,1,1056,1,0,0,1
57226,1350000,8,3,3512,1,1,0,0
6834,584000,3,2,1054,1,0,0,1
2563,749000,4,3,1992,1,0,1,0
6834,409900,2,1,706,1,0,0,1
53016,539000,2,2,1015,1,0,0,1
36992,1200000,6,3,3521,1,1,0,0
2563,879000,4,3,1724,1,0,1,0
98667,1100000,3,2,2072,1,0,1,0
10732,434990,3,1,976,1,0,0,1
18982,1299000,9,3,3479,1,1,0,0
93798,5499000,4,5,4300,1,1,0,0
16829,639000,1,1,500,1,0,0,1
38539,849000,1,1,873,1,0,0,1
53120,4500000,12,9,5234,1,1,0,0
32314,489000,1,1,942,1,0,0,1
22627,519998,1,1,435,1,0,0,1
22252,539888,5,3,2232,1,0,1,0
22716,540000,3,3,1656,1,0,1,0
16829,1100000,2,2,1386,1,0,0,1
23592,869000,2,2,1133,1,0,0,1
16829,1375000,3,4,2400,1,0,1,0
12936,799000,3,2,1279,1,0,0,1
107925,1329000,2,2,1488,1,0,0,1
22636,819000,2,1,862,1,0,0,1
16829,490000,1,1,564,1,0,0,1
32314,799000,2,2,1200,1,0,0,1
90197,669000,2,1,927,1,0,0,1
16829,739000,2,2,815,1,0,0,1
59872,950000,3,2,2154,1,0,1,0
16829,775000,2,2,1157,1,0,0,1
50913,799000,2,2,878,1,0,0,1
28946,1195000,2,3,1900,1,0,1,0
87104,1549000,5,2,2016,1,0,1,0
22621,699000,2,2,876,1,0,0,1
53016,599000,2,1,776,1,0,0,1
107934,1195000,2,2,1518,1,0,1,0
28772,649000,2,1,917,1,0,0,1
16829,1375000,3,3,1908,1,0,1,0
87104,759000,2,2,1282,1,0,0,1
15937,1850000,6,4,3417,1,1,0,0
10732,799900,3,1,1428,1,0,0,1
31660,799000,2,2,1104,1,0,0,1
28946,495000,1,1,660,1,0,0,1
16829,1825000,3,4,2209,1,0,1,0
16829,735000,1,1,621,1,0,0,1
43265,1049000,2,2,1295,1,0,0,1
22621,949000,4,2,3000,1,1,0,0
35259,450000,2,1,671,1,0,0,1
102057,829000,2,2,951,1,0,0,1
84705,629900,2,2,955,1,0,0,1
20102,735000,3,2,1131,1,0,0,1
16829,595900,2,2,1139,1,0,0,1
5738,1399000,9,3,3435,1,1,0,0
12934,1399000,6,7,2680,1,0,1,0
20102,789000,3,2,1233,1,0,0,1
33714,599900,2,2,954,1,0,0,1
95115,1349900,8,3,4200,1,1,0,0
15876,469900,1,1,617,1,0,0,1
38539,539000,1,1,746,1,0,0,1
3163,1399900,2,2,1197,1,0,0,1
84705,899900,5,2,2376,1,0,1,0
53016,682000,1,1,740,1,0,0,1
71674,774999,3,2,1118,1,0,0,1
84705,649900,2,2,1048,1,0,0,1
28946,624000,2,2,1210,1,0,0,1
22621,479000,1,1,666,1,0,0,1
16829,799900,3,3,1580,1,0,1,0
15876,399900,3,1,908,1,0,0,1
84705,649900,2,2,855,1,0,0,1
16829,759000,2,2,1293,1,0,0,1
16829,421233,1,1,814,1,0,0,1
38539,675000,2,3,1500,1,0,1,0
84705,619900,2,2,855,1,0,0,1
16829,590000,2,2,1036,1,0,0,1
53120,899000,5,3,1899,1,0,1,0
56846,639000,2,2,1325,1,0,0,1
7865,389900,1,1,507,1,0,0,1
17658,649000,3,2,1036,1,0,0,1
31660,549000,3,2,886,1,0,0,1
15876,769900,3,2,2357,1,0,1,0
10792,515000,1,1,1115,1,0,0,1
95203,619000,2,2,939,1,0,0,1
15937,2500000,20,8,7840,1,1,0,0
103427,469000,2,1,747,1,0,0,1
16829,799000,2,2,1270,1,0,0,1
5995,859000,3,2,1146,1,0,0,1
78463,395000,2,1,786,1,0,0,1
59199,415000,1,1,680,1,0,0,1
78463,579900,2,3,1705,1,0,1,0
55379,669900,2,2,987,1,0,0,1
55379,669900,2,2,1045,1,0,0,1
103427,495000,2,1,1123,1,0,0,1
48650,759900,2,3,1238,1,0,0,1
48650,719900,2,2,1154,1,0,0,1
47288,899000,5,2,2200,1,0,1,0
16829,795000,4,3,2315,1,0,1,0
48650,739900,2,3,1256,1,0,0,1
33714,340000,2,1,720,1,0,0,1
81884,498000,1,1,657,1,0,0,1
31660,1665000,6,4,2500,1,0,1,0
67841,550000,3,2,1396,1,0,0,1
15616,789000,6,2,2200,1,0,1,0
47288,690000,4,2,2372,1,0,1,0
47288,719000,6,2,3273,1,1,0,0
22795,749000,5,2,2464,1,0,1,0
53119,529000,4,1,1350,1,0,0,1
33714,650000,4,1,1819,1,0,1,0
16829,1099000,10,3,2566,1,0,1,0
53120,559000,4,2,1340,1,0,0,1
99196,755000,7,3,2514,1,0,1,0
82609,3400000,4,4,2948,1,0,1,0
38539,990000,3,2,1251,1,0,0,1
103427,1399000,3,3,1822,1,0,1,0
97992,695000,2,1,930,1,0,0,1
90618,1680000,3,2,1796,1,0,1,0
22621,1690000,3,3,1955,1,0,1,0
16829,828000,2,1,1121,1,0,0,1
16829,1650000,3,3,1788,1,0,1,0
84533,595000,1,1,690,1,0,0,1
90617,2845000,4,5,2939,1,0,1,0
32314,545000,1,1,784,1,0,0,1
2682,1350000,2,2,1052,1,0,0,1
53120,849000,3,2,1316,1,0,0,1
22697,2199000,3,3,2730,1,0,1,0
16829,699000,2,1,767,1,0,0,1
22797,1049000,2,2,1117,1,0,0,1
33714,399900,2,1,845,1,0,0,1
107933,2225000,7,4,3207,1,1,0,0
16829,975000,5,2,1800,1,0,1,0
38539,1169000,2,3,1581,1,0,1,0
31660,749000,3,2,1738,1,0,1,0
18283,925000,8,8,4800,1,1,0,0
84533,399900,3,1,904,1,0,0,1
77146,1100000,8,5,3500,1,1,0,0
16829,1985000,3,3,1891,1,0,1,0
56060,299900,2,2,1263,1,0,0,1
89478,195000,2,1,780,1,0,0,1
31065,368800,2,2,1661,1,0,1,0
22629,1270000,3,2,1545,1,0,1,0
22697,1395000,2,3,1776,1,0,1,0
78463,1750000,6,3,2331,1,0,1,0
16829,1500000,3,2,1405,1,0,0,1
18372,1600000,6,2,2914,1,0,1,0
103427,485000,2,1,966,1,0,0,1
76960,948888,6,2,2856,1,0,1,0
19379,799999,3,3,1745,1,0,1,0
107936,499000,3,1,871,1,0,0,1
24029,900000,6,2,3048,1,1,0,0
16829,619900,3,2,1376,1,0,0,1
83272,899900,6,3,2441,1,0,1,0
33714,542500,2,2,1100,1,0,0,1
52660,555000,3,1,1282,1,0,0,1
55379,329999,2,1,720,1,0,0,1
47288,899000,4,3,2235,1,0,1,0
47288,549000,2,2,1241,1,0,0,1
62382,279900,2,1,848,1,0,0,1
42039,375000,4,3,1793,1,0,1,0
78478,549000,3,2,1373,1,0,0,1
81702,799000,4,2,1932,1,0,1,0
22727,435000,1,1,738,1,0,0,1
87520,725000,4,2,1635,1,0,1,0
40070,479000,3,2,1383,1,0,0,1
103427,429000,1,1,1155,1,0,0,1
78483,629900,5,3,2590,1,0,1,0
73325,600000,3,2,1445,1,0,0,1
62381,849999,5,2,2340,1,0,1,0
22627,549900,3,2,1158,1,0,0,1
53141,575000,2,1,1109,1,0,0,1
47288,1499000,4,4,3000,1,1,0,0
53120,550000,2,1,1005,1,0,0,1
16829,519000,2,1,990,1,0,0,1
81884,599000,4,2,900,1,0,0,1
47288,1299000,4,3,2800,1,0,1,0
107934,389000,2,1,529,1,0,0,1
10390,398636,3,2,1233,1,0,0,1
20102,825000,6,2,1970,1,0,1,0
109643,299999,1,1,610,1,0,0,1
2261,709900,2,3,1135,1,0,0,1
10619,969000,3,4,1760,1,0,1,0
15876,949900,5,3,2913,1,0,1,0
31660,749000,3,2,1030,1,0,0,1
79548,489900,3,2,999,1,0,0,1
78508,559900,2,1,1068,1,0,0,1
47288,825000,3,4,2710,1,0,1,0
47288,629000,3,3,2409,1,0,1,0
33714,569000,2,2,1200,1,0,0,1
20997,519000,3,1,1502,1,0,1,0
31660,529000,3,2,768,1,0,0,1
3163,979000,2,2,1126,1,0,0,1
12934,599000,3,2,1031,1,0,0,1
84533,725000,3,2,2411,1,0,1,0
20102,765000,4,2,1409,1,0,0,1
22621,379000,1,1,714,1,0,0,1
31660,549000,1,1,791,1,0,0,1
71979,429000,1,1,754,1,0,0,1
31660,699000,2,2,950,1,0,0,1
15876,629900,2,2,1100,1,0,0,1
62148,409000,2,1,580,1,0,0,1
15876,649900,2,2,1270,1,0,0,1
15876,549900,2,1,855,1,0,0,1
15876,839900,3,2,1300,1,0,0,1
22636,925000,2,2,961,1,0,0,1
38539,1399000,3,4,2200,1,0,1,0
10792,849000,2,2,849,1,0,0,1
38539,699900,1,1,797,1,0,0,1
22636,639000,2,2,1078,1,0,0,1
38539,3500000,5,4,3958,1,1,0,0
22636,1125000,2,3,1401,1,0,0,1
48249,464900,1,1,567,1,0,0,1
22636,889000,2,2,1140,1,0,0,1
95203,995000,3,3,1311,1,0,0,1
16829,795000,2,1,916,1,0,0,1
38539,549000,2,1,518,1,0,0,1
15937,1100000,12,3,3759,1,1,0,0
16829,739900,2,2,1220,1,0,0,1
22621,699000,2,2,1205,1,0,0,1
16829,635000,2,2,860,1,0,0,1
16829,639000,2,2,855,1,0,0,1
16829,630000,2,2,855,1,0,0,1
16829,619000,2,1,767,1,0,0,1
50913,1899000,3,3,2140,1,0,1,0
38539,839000,1,1,1113,1,0,0,1
28946,850000,3,2,1205,1,0,0,1
90197,1199000,3,3,1947,1,0,1,0
23538,899000,2,2,1013,1,0,0,1
16829,699000,2,1,880,1,0,0,1
17714,1449000,2,2,1254,1,0,0,1
16829,699000,3,1,1133,1,0,0,1
107936,1299000,3,2,1772,1,0,1,0
38539,1125000,3,2,1270,1,0,0,1
22621,1050000,2,3,1215,1,0,0,1
103427,549000,1,1,606,1,0,0,1
53120,589000,1,1,656,1,0,0,1
22792,899900,2,2,1172,1,0,0,1
94477,2249900,4,4,3532,1,1,0,0
22636,899000,2,2,1073,1,0,0,1
56061,1495000,7,3,3368,1,1,0,0
57226,989000,6,3,2856,1,0,1,0
16829,780000,1,2,792,1,0,0,1
33141,1450000,8,2,2706,1,0,1,0
78279,1450000,5,3,3145,1,1,0,0
22629,947000,3,2,1572,1,0,1,0
94477,1399900,6,3,3035,1,1,0,0
94477,1499900,6,3,2897,1,0,1,0
78279,1399999,6,3,3431,1,1,0,0
22629,1195000,3,3,2299,1,0,1,0
19604,1000000,7,2,2663,1,0,1,0
22728,1595000,3,4,1930,1,0,1,0
22728,1695000,3,4,2020,1,0,1,0
90439,1399000,8,3,3422,1,1,0,0
94477,1224900,2,2,1293,1,0,0,1
94477,1459900,4,3,2155,1,0,1,0
22252,2100000,12,6,6868,1,1,0,0
52612,1490000,9,3,4097,1,1,0,0
18982,1100000,4,4,1750,1,0,1,0
17655,1124900,6,2,3156,1,1,0,0
60026,950000,3,2,1660,1,0,1,0
16829,675000,2,1,962,1,0,0,1
22629,650000,3,2,2024,1,0,1,0
22629,338000,1,1,600,1,0,0,1
15338,579900,3,1,1380,1,0,0,1
12307,425000,2,2,990,1,0,0,1
78279,649999,4,2,2345,1,0,1,0
84533,679000,5,3,2341,1,0,1,0
15338,769000,4,3,2628,1,0,1,0
16829,1050000,3,5,3944,1,1,0,0
53120,615000,3,2,1422,1,0,0,1
19379,659000,4,2,2083,1,0,1,0
94170,449900,3,3,1550,1,0,1,0
1807,1250000,4,3,4175,1,1,0,0
78279,649000,4,2,1635,1,0,1,0
53120,449000,2,2,1650,1,0,1,0
101898,349900,2,2,1011,1,0,0,1
46898,849900,4,3,2406,1,0,1,0
19604,489900,2,1,768,1,0,0,1
53189,389900,3,1,717,1,0,0,1
56419,724000,5,3,2223,1,0,1,0
17658,295000,2,1,752,1,0,0,1
109914,599900,4,2,2580,1,0,1,0
15937,439900,2,2,946,1,0,0,1
78136,759900,4,2,1950,1,0,1,0
84533,434900,3,1,1077,1,0,0,1
56060,299999,2,1,781,1,0,0,1
30363,649900,3,2,1648,1,0,1,0
53391,719000,6,2,2194,1,0,1,0
44825,599000,6,2,2412,1,0,1,0
48898,509900,4,1,1614,1,0,1,0
99818,670000,4,2,2394,1,0,1,0
57226,349000,2,1,988,1,0,0,1
53119,194900,1,1,535,1,0,0,1
15937,850000,6,2,2274,1,0,1,0
10732,799000,5,3,2346,1,0,1,0
23592,519900,1,1,1291,1,0,0,1
3152,599000,4,2,1406,1,0,0,1
12934,269000,1,1,428,1,0,0,1
84533,449900,2,1,825,1,0,0,1
30363,649900,3,3,1558,1,0,1,0
22636,369900,1,1,600,1,0,0,1
55379,345000,2,1,800,1,0,0,1
16829,589000,4,2,1622,1,0,1,0
73955,834900,5,3,2325,1,0,1,0
16829,269000,1,1,633,1,0,0,1
5738,310000,1,1,667,1,0,0,1
53016,749900,4,4,2106,1,0,1,0
78136,699900,5,2,2082,1,0,1,0
78136,499900,3,2,1583,1,0,1,0
38156,399950,2,2,965,1,0,0,1
41735,645000,3,3,2501,1,0,1,0
53016,435000,2,2,1007,1,0,0,1
102940,699526,4,2,1411,1,0,0,1
15338,549900,3,3,1571,1,0,1,0
84705,549900,4,3,1847,1,0,1,0
16829,659000,4,2,2219,1,0,1,0
17658,649900,4,3,2513,1,0,1,0
91688,345000,2,2,1130,1,0,0,1
15937,447900,2,2,1212,1,0,0,1
71979,775000,5,4,2496,1,0,1,0
15937,825000,5,2,2466,1,0,1,0
26491,559900,3,1,1164,1,0,0,1
81923,649888,4,2,1876,1,0,1,0
78136,549900,2,2,1593,1,0,1,0
18575,699900,4,2,2502,1,0,1,0
102370,439900,2,2,1057,1,0,0,1
15876,484900,2,3,1775,1,0,1,0
61781,499900,3,2,2460,1,0,1,0
22776,599999,4,3,1400,1,0,0,1
57775,457757,3,1,1894,1,0,1,0
564,400000,2,2,978,1,0,0,1
43395,2400000,12,10,7554,1,1,0,0
102940,549986,2,1,1614,1,0,1,0
30519,899900,4,4,3400,1,1,0,0
15876,839900,5,2,2373,1,0,1,0
74395,339900,2,1,793,1,0,0,1
102940,725000,3,3,2700,1,0,1,0
53189,525000,3,1,1312,1,0,0,1
22636,1125000,2,2,1241,1,0,0,1
41989,1950000,5,3,2544,1,0,1,0
15338,1650000,5,5,2496,1,0,1,0
16829,725000,2,2,900,1,0,0,1
16829,675000,2,2,996,1,0,0,1
93011,1125000,2,2,1465,1,0,0,1
61421,499000,1,1,667,1,0,0,1
38539,900000,2,2,1190,1,0,0,1
24529,845000,5,2,2145,1,0,1,0
16829,649000,2,1,1251,1,0,0,1
16829,799000,4,2,2277,1,0,1,0
110138,519000,2,2,1327,1,0,0,1
21888,899900,5,4,5411,1,1,0,0
16829,519000,2,2,1365,1,0,0,1
89934,735000,3,3,1935,1,0,1,0
51882,550000,2,1,1113,1,0,0,1
23592,899000,3,2,1819,1,0,1,0
78279,715000,2,2,870,1,0,0,1
